user_id,created_at,assigned_at,slug,role,is_tutor,grade,gender,score,coursebookmark,institution_id
83dba1d799af4a856317f9e079e89890,1533529385,,challenge-beginners-2018,STUDENT,false,10,,0,false,cae099eef7b7ccf063ba5bdcf1fd25ad
3082ba92dde08b9f126fade7a92bb9e8,1533529261,1533625005,challenge-beginners-2018,STUDENT,false,9,M,410,false,2a7ae0d59f176ee88f718c15a5e53cb4
ca08d8aceb131eddf48fb363ebb96b25,1527727548,1532560677,challenge-beginners-2018,STUDENT,false,11,M,50,false,8ef1a7d61c35478e53e0f2e75147a906
6bfcb8732af8d6b2890149b49083d81f,1527728250,1527728250,challenge-beginners-2018,STUDENT,false,5,F,0,false,bf458164b8439768d7d5a0beadc0e762
7b172c21e3179fd13d523a0bd15844ca,1533688947,,challenge-beginners-2018,STUDENT,false,7,M,0,false,a46961ae355fb546359197a0b66f6278
e8d246f80427f27269c844a678212348,1535593807,,challenge-beginners-2018,STUDENT,false,8,F,0,false,2ef8148ac4110ec18eb29d6f0b6880e4
4a13ddbb1219c17b86078dc3b5e83014,1529460027,1532471530,challenge-beginners-2018,STUDENT,false,9,,0,true,9ead0458ecbc6e4280c6592f569b9a0d
dc85c10a6b7a534f182933a773714ce2,1529460106,1532471530,challenge-beginners-2018,STUDENT,false,10,,0,true,9ead0458ecbc6e4280c6592f569b9a0d
7eb8d84edcd89e9ba03ef9a469521f75,1533523723,,challenge-beginners-2018,STUDENT,false,10,M,20,false,7126037f72bc540ed130d3e3bd726548
cdbf67a372a993cbb690c2d33f2a81d5,1533529579,1533625005,challenge-beginners-2018,STUDENT,false,9,M,320,false,2a7ae0d59f176ee88f718c15a5e53cb4
86f68689d07df70976c1a4d826737f79,1527308752,,challenge-beginners-2018,STUDENT,false,4,,40,false,01bb850b54a6e7c6a0fcb18cb45b24ed
4657bdb37aa06824b8e8e4960b55d797,1533613973,,challenge-beginners-2018,STUDENT,false,8,M,230,false,a536055d7cce9386c5fdfce64376b1f8
5366fe88d737e0bf84b86ac83c76843d,1533864942,,challenge-beginners-2018,STUDENT,false,8,M,210,false,9a4f03d185430c714dfeeaec68017521
cf9a3ff54abee02b2ef9816d90b77110,1533530114,,challenge-beginners-2018,STUDENT,false,10,F,349,false,35f08e7470dc607a8344d14d169d690c
d1f7d3ac5baaddb3ac22fff2655a2349,1533529610,,challenge-beginners-2018,STUDENT,false,11,M,50,false,52589586824bb96fbe4c80de3f546f52
c701b049aa9a2056677af7c02de29f60,1535595311,,challenge-beginners-2018,TEACHER,false,,M,0,false,47366eafdf146e684de8a17150f2f2aa
ccc2f6abc8fa0cc3d6299e32c985efa9,1533523813,,challenge-beginners-2018,STUDENT,false,9,M,98,false,7126037f72bc540ed130d3e3bd726548
51ec9ccdae6772a0f58267ab7590fe80,1533531751,,challenge-beginners-2018,STUDENT,false,10,M,40,false,02120fb3f8f2197baed6ca62511d9911
e746f70c471baa9bec08ce6111b2d423,1533532979,,challenge-beginners-2018,STUDENT,false,7,,20,false,2dc5d6775e1598285980209868fec580
1c653aaf88792faa747d5b3ea0336ab9,1533533007,,challenge-beginners-2018,STUDENT,false,7,,0,false,2dc5d6775e1598285980209868fec580
273dbb3266dbb16df1e336bad7df8f51,1533860479,,challenge-beginners-2018,STUDENT,false,10,F,0,false,99b5bf39bdb6c3f50251ddc4d555da67
ec9faf192a199161b03d4632b19494ba,1533614373,,challenge-beginners-2018,STUDENT,false,8,M,0,false,b4754bb2d61360e811b0f4b951ddcddc
c94aad6b96a9b99dee27da94dbc2a5cc,1533534245,,challenge-beginners-2018,TEACHER,false,,F,0,false,c8dd3e4fef926e196c68a6330ec423cc
36fc973ff0702d6153f28a3f5fe8c423,1535679558,,challenge-beginners-2018,STUDENT,false,7,M,0,false,96799941ab981dce69bcdcdec8686d31
f3b162290787d0a897da3afb887dfb7a,1533534474,,challenge-beginners-2018,STUDENT,false,10,M,50,false,81f711ea687c88091f961ca112ea699a
37c7b72a6056a80e08345307eeab228a,1533534483,,challenge-beginners-2018,STUDENT,false,10,M,40,false,81f711ea687c88091f961ca112ea699a
b010729b9bccb75a97c6ad2a4a6dd544,1533534486,,challenge-beginners-2018,STUDENT,false,10,F,70,false,81f711ea687c88091f961ca112ea699a
99d2c8cdc59f5171213972cdc5a94592,1533534584,,challenge-beginners-2018,STUDENT,false,10,M,40,false,81f711ea687c88091f961ca112ea699a
b5328fe331f8efeab883368dd7d8222d,1533534549,,challenge-beginners-2018,STUDENT,false,10,M,50,false,81f711ea687c88091f961ca112ea699a
405e2f4b99128673439237102896cf70,1533534463,,challenge-beginners-2018,STUDENT,false,10,F,100,false,81f711ea687c88091f961ca112ea699a
01b5d0c96186faa750701953b6c750ca,1533534488,,challenge-beginners-2018,STUDENT,false,10,M,30,false,81f711ea687c88091f961ca112ea699a
89e09b4bc6f0b90687882900658e5a93,1531699565,,challenge-beginners-2018,STUDENT,false,9,M,359,false,a05bfb94582f5b3e0de839ce1bbf53af
d71a590f593f602149d748c236a909b4,1527582473,,challenge-beginners-2018,STUDENT,false,6,M,0,true,f5458f6f37cbc1c9df5cba59565207cf
09931921c3c00155c1d1fd15773958e6,1535597697,,challenge-beginners-2018,STUDENT,false,12,,0,false,86f3c3ecc632756edd115c34ea102858
b0c89dd7dcc16201147019dfdb2a31a3,1527582473,,challenge-beginners-2018,STUDENT,false,6,F,0,true,f5458f6f37cbc1c9df5cba59565207cf
2d807c588718065d0a9a5b8a9aa1b921,1535680026,,challenge-beginners-2018,STUDENT,false,12,M,160,false,5cc00bdbb81144210e629474d294fe0d
91f863422fddaca8a38fbe78c500c050,1527582473,,challenge-beginners-2018,STUDENT,false,5,F,0,true,f5458f6f37cbc1c9df5cba59565207cf
4485fd029847eecf101511cb7d347ca3,1527582473,,challenge-beginners-2018,STUDENT,false,5,M,0,true,f5458f6f37cbc1c9df5cba59565207cf
2345379b9ad98cf16d4dac0918d2bece,1527582473,,challenge-beginners-2018,STUDENT,false,6,M,0,true,f5458f6f37cbc1c9df5cba59565207cf
41bd36bc0146e2820ed258b15df671ce,1527582473,,challenge-beginners-2018,STUDENT,false,6,M,0,true,f5458f6f37cbc1c9df5cba59565207cf
417ab4db281cd0e6bffd93ff2b44cece,1527582473,,challenge-beginners-2018,STUDENT,false,5,F,0,true,f5458f6f37cbc1c9df5cba59565207cf
c51d1200f248326f9e531bc920c4ed5d,1527582473,,challenge-beginners-2018,STUDENT,false,5,F,0,true,f5458f6f37cbc1c9df5cba59565207cf
fa4053be4bfc32abda9240c387baaaa0,1527734357,1527734357,challenge-beginners-2018,STUDENT,false,6,M,237,false,bf458164b8439768d7d5a0beadc0e762
9e2854c806d8467530f4b5074235c2c2,1533538075,,challenge-beginners-2018,TEACHER,false,,F,0,false,ec34ea5e8a609c832955755ca0d606be
1b818fb5026a26d6f84c5d5cccc06651,1532935833,,challenge-beginners-2018,STUDENT,false,11,M,100,false,cd5f30121ac5ed9cbd7aa98a31b45413
55d87cf6198b775982905ce55f60f014,1533539184,,challenge-beginners-2018,TEACHER,false,,M,110,false,9f4b8a86acdfde9b985ab93cb16e1802
69349048deeab1d68a95023e566a18b6,1528372387,1528372387,challenge-beginners-2018,STUDENT,false,9,F,80,false,3e8fac6ee60765f7281c161a6d185838
c9a8d472b0a067f57da885ac241d35e3,1527674358,,challenge-beginners-2018,TEACHER,false,,F,0,true,8bf8e46c0506706c4d0b1eeabdb23266
3515621e9eaed6ccdfd4aaa68d9ca379,1528346293,,challenge-beginners-2018,PROFESSIONAL,true,,M,0,false,e5293d47863c62e3c3d85bba07679dbb
973be93d3869c4354e13406da0d02aca,1533721262,1533721262,challenge-beginners-2018,STUDENT,false,10,F,160,false,b1143602239530c13cf8dbb6a91a5be9
efa026e29b5c99d1ecef37367fa9f062,1533613425,,challenge-beginners-2018,STUDENT,false,9,M,310,false,b3fa4d82457f67866f1b7e5dd207a075
b50d7cb6f3475de5de0beb530a9d8558,1528372387,1528372387,challenge-beginners-2018,STUDENT,false,9,M,390,false,3e8fac6ee60765f7281c161a6d185838
d739c2ec313415cab7ebc96f434078fd,1528372387,1528372387,challenge-beginners-2018,STUDENT,false,9,M,389,false,3e8fac6ee60765f7281c161a6d185838
3834943944048faefa8098dcab24aa62,1533614961,,challenge-beginners-2018,TEACHER,false,,,0,false,98e6fb9fbcaf055635d2c3b62ab5b09f
a0e9daf7b411f0ed36fca77279efc9cd,1533013688,,challenge-beginners-2018,STUDENT,false,10,M,70,false,4bef59c657da94fe0b129e908d520786
d2468ce762d368357b5124dfd7d92b4f,1533542956,,challenge-beginners-2018,STUDENT,false,7,F,60,false,920eecb1d071f3c7a3e3934076337b49
9efb92d61c425dc2548dcf0c3c58a07e,1533690633,,challenge-beginners-2018,STUDENT,false,7,F,60,false,44ffe3efcf8e35722d904ce32e4c9843
3176ce1436cc89a12bdac70f65cdf547,1528687735,,challenge-beginners-2018,TEACHER,false,,M,0,true,2782832c22a3bafe67550e54b14c9659
d0b53d95f5e847caea9e5a6ff36dee81,1533512814,1533625005,challenge-beginners-2018,STUDENT,false,9,M,410,false,2a7ae0d59f176ee88f718c15a5e53cb4
89a995b5d41e5cea0dc74610a292c034,1533690935,,challenge-beginners-2018,STUDENT,false,8,M,409,false,226935b15e9c99fb2bb64f112ccbc012
9b42b75e3ada6d412161efa3ccffd0cc,1529374592,1529374601,challenge-beginners-2018,STUDENT,false,6,M,90,false,152f19b125f90ab37892c4354dc1cdcb
d903b4ed36b2e44edb30d21448e3545e,1529890922,1529890922,challenge-beginners-2018,STUDENT,false,10,F,320,false,561f64838f272b7dc659099a32229ab8
3227f6dab35929f2bed0b286332315eb,1529890984,1529890984,challenge-beginners-2018,STUDENT,false,10,M,410,false,561f64838f272b7dc659099a32229ab8
a73755e027b11076843e1cd3ac67ed5a,1529890874,1529890894,challenge-beginners-2018,STUDENT,false,10,M,410,false,561f64838f272b7dc659099a32229ab8
8120827119817b5f7871127c96f2fad7,1533548999,,challenge-beginners-2018,STUDENT,false,9,M,130,false,86680fa0e0d5e33b9e783c1653c44810
3aa9dacfd7b25cb09c7f5bebfa380a27,1534512783,,challenge-beginners-2018,TEACHER,false,,F,0,false,f7ca191af74826be263d78df7ef425ae
e49409c8ad5a59abce1e3c178f3cf5f5,1529891044,1529891044,challenge-beginners-2018,STUDENT,false,10,M,280,false,561f64838f272b7dc659099a32229ab8
02fbfc643db218170e0961a199908c8e,1529890940,1529890940,challenge-beginners-2018,STUDENT,false,10,M,410,false,561f64838f272b7dc659099a32229ab8
177e6ba0e4eb27d3a747d8ae2f330269,1529891021,1529891021,challenge-beginners-2018,STUDENT,false,10,M,309,false,561f64838f272b7dc659099a32229ab8
ed63a6a7d8cf360ad60b055800e1ae22,1529891161,1529891161,challenge-beginners-2018,STUDENT,false,10,M,330,false,561f64838f272b7dc659099a32229ab8
3196e80e48cf825c2e41d067ca11ea27,1529730007,,challenge-beginners-2018,STUDENT,false,6,M,0,true,520df643c36fa2ba42941dc4f824b825
d81adad6399ae6c2d74aa0120cbc2342,1528757518,,challenge-beginners-2018,STUDENT,false,10,F,410,false,acf732b175ee0dcfbe9b873a8e1cc1f7
dca84de2b0b7bbdd6b99e24c65f8d1ab,1533550623,,challenge-beginners-2018,STUDENT,false,8,M,20,false,ab30056bef1c7f912761790c901b7a5a
a2c2049f54643fbd2e582918ca72698e,1529292116,1529292116,challenge-beginners-2018,STUDENT,false,7,F,70,false,59bc1e61f0353ee2e87647ceda3e9768
d94378f739340321e57f0d3f45641851,1533690968,,challenge-beginners-2018,STUDENT,false,7,F,0,false,44ffe3efcf8e35722d904ce32e4c9843
0b79f4188d150057521e0dcf1d2542c8,1529727365,,challenge-beginners-2018,STUDENT,false,4,F,410,false,520df643c36fa2ba42941dc4f824b825
afc3fd5bdb821623281b662947b15a33,1528802048,,challenge-beginners-2018,STUDENT,false,6,M,410,false,0e3e58b0eecac042648b7c70cb0ad11b
e04bf0994197962e05a27da178674555,1533552318,1533552317,challenge-beginners-2018,PROFESSIONAL,true,,F,0,true,d8ada80be429ecebca5340c31efcf718
efb8cf80decc9acdb81906be2814c3b4,1533552318,1533552317,challenge-beginners-2018,PROFESSIONAL,true,,,0,false,d8ada80be429ecebca5340c31efcf718
bd78bdc9b262ad369ac9a2de0633fa1f,1533789993,,challenge-beginners-2018,STUDENT,false,9,F,200,false,5c4355b5890615692bb3376a0953c437
bb5f4cfa1e4e27cbddfd86be8ac92a2f,1528835339,,challenge-beginners-2018,STUDENT,false,10,M,0,false,1d09406f7dc4f9cdf97b1b6e30d87a3d
62ff5947e889217ab4a69c73daeadef5,1533690376,,challenge-beginners-2018,STUDENT,false,7,F,89,false,44ffe3efcf8e35722d904ce32e4c9843
26109b82feb5e0a90063b4810bfde215,1533865330,,challenge-beginners-2018,STUDENT,false,9,M,0,false,5d485d33ca597379996bd1a359d68542
339e23b0a7aae9372b2e40a149d8f8cc,1528850467,1528850467,challenge-beginners-2018,STUDENT,false,9,M,199,false,2dca03c3398e161ed9ed37307b6e8a74
7ad45a92c98dcad161ab972355763adf,1528858188,1528858188,challenge-beginners-2018,STUDENT,false,10,M,0,true,4255501346cacdc22b4afc4a6f9950dd
c0caa3b5a35bed7b7a2edcdc19679ddf,1530183328,1530183386,challenge-beginners-2018,STUDENT,false,9,,220,false,f35a07b362245b8c71a003ccffbcedbe
12f317ba22e490769389234477b7c7ca,1534145702,,challenge-beginners-2018,STUDENT,false,,F,0,false,c9d1ae13d0b7ae44e7d85491dcc8ea66
f2a7ab7c33fadf20d40823584e891600,1533950230,,challenge-beginners-2018,STUDENT,false,7,,150,false,c5f35085eb2255c676581dd86e10b22f
553b67075ab9fa95827fdb2ef5449caa,1530250068,,challenge-beginners-2018,STUDENT,false,9,M,0,true,4bef59c657da94fe0b129e908d520786
be320fb254925ef09ff46c3c844c7545,1530157900,1530157900,challenge-beginners-2018,STUDENT,false,9,M,0,true,5647300cbea65b84781ec5c297eea548
ef7f2206e680b85eb0f0ded2d73853b1,1528889618,,challenge-beginners-2018,STUDENT,false,6,M,0,true,6c5cfad801a2976f15092c3fa85de546
376383970ebba2ac891782680c1fa83c,1529979042,1529979042,challenge-beginners-2018,STUDENT,false,9,O,329,false,cf35d4c0bc062cb9fcd2ed6a1000cffb
3b8b32ff5c3ee5dfc13513cfeb346dfb,1528889618,,challenge-beginners-2018,STUDENT,false,6,M,0,true,6c5cfad801a2976f15092c3fa85de546
993410819f5079054a84482bc7ef5b67,1529896663,1529896663,challenge-beginners-2018,STUDENT,false,10,M,360,false,561f64838f272b7dc659099a32229ab8
03e9cf73f5706c1258b0f42043cbf72a,1529896706,1529896706,challenge-beginners-2018,STUDENT,false,10,F,390,false,561f64838f272b7dc659099a32229ab8
98b41cd356193cf0cb4b82ed4e6e7167,1529896753,1529896753,challenge-beginners-2018,STUDENT,false,10,M,0,true,561f64838f272b7dc659099a32229ab8
849e4d66fa7a781b99074b2c4d9407d7,1529896627,1529896627,challenge-beginners-2018,STUDENT,false,10,M,340,false,561f64838f272b7dc659099a32229ab8
716ea5a3cbfc0743c47868a47b0bcc15,1529896733,1529896733,challenge-beginners-2018,STUDENT,false,10,M,408,false,561f64838f272b7dc659099a32229ab8
77b4392854319c3f5482969f64a39baf,1530157969,1530157969,challenge-beginners-2018,STUDENT,false,7,M,0,true,5647300cbea65b84781ec5c297eea548
e91c69726e189898e0ac9fc1c0ae540c,1528931054,,challenge-beginners-2018,STUDENT,false,9,F,390,false,9df27c0b78d3f54c12dcc5f1fb499bc6
6ace166daebb857e003ba5d1b7aa7cff,1529637205,1529637205,challenge-beginners-2018,STUDENT,false,8,F,400,false,255b862f48b83db3f99a6eae844be91a
efc1ff331ad3021f1328174e178fcb8e,1530063444,1530063444,challenge-beginners-2018,STUDENT,false,9,F,409,false,57eab2507222207cb3acd0ccbb409d6d
1c233f4bb8585024e3a42c2e9183962b,1530158164,,challenge-beginners-2018,STUDENT,false,8,M,0,true,5647300cbea65b84781ec5c297eea548
b1d40c3783fe5fe23b9f30a582024ad3,1528939443,,challenge-beginners-2018,STUDENT,false,9,M,260,false,eddc3388e4d0c5a9f0288e4ceaef47eb
09c2640aeea50471f6b4cb329c1acff6,1529811684,1529811684,challenge-beginners-2018,STUDENT,false,11,M,410,false,986531e882c3edf0ea8a0fb3c37fdcf4
897c0ed9701dfd360f5b62698ef9fa9d,1533790096,,challenge-beginners-2018,STUDENT,false,7,,102,false,6115a7ae9468c3c6fb3f1a0e80f6f608
c0f8a7dd85f6631d316b89328e146126,1533615834,,challenge-beginners-2018,STUDENT,false,8,M,30,false,e6f46fa17040c3783f732ce8d7ed9f75
d90517d53edfc0e6812066091db13507,1533615333,,challenge-beginners-2018,STUDENT,false,9,F,327,false,dbfbc73e0440b5f77370006b9f20829a
688daee0812c81c15368cc0cf4400352,1533561163,,challenge-beginners-2018,STUDENT,false,9,M,400,false,e6aecb085bdf1dbb07ae53e49bf610ed
0d31e8e55b2a031e6639e44f1c00ca0d,1530063650,1530063650,challenge-beginners-2018,STUDENT,false,8,F,317,false,57eab2507222207cb3acd0ccbb409d6d
619eeb2e9a3e098daa2491c921f742cc,1530063688,1530063688,challenge-beginners-2018,STUDENT,false,8,F,294,false,57eab2507222207cb3acd0ccbb409d6d
49b99737b9a3ea3e326b1e53837c168b,1529626551,1530068749,challenge-beginners-2018,STUDENT,false,7,M,0,true,592e724e5236aec47479c782b42e101e
1a14a8fcfedc196c8929c159c2cc8320,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,M,0,false,98e6fb9fbcaf055635d2c3b62ab5b09f
6468a9b9eedf0fdd3fd7ba8a986760e7,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,M,0,false,98e6fb9fbcaf055635d2c3b62ab5b09f
27c237959da562ac3160193f36593501,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,M,410,false,98e6fb9fbcaf055635d2c3b62ab5b09f
ec0fad9ded7e323556d62db264434b59,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,M,0,true,98e6fb9fbcaf055635d2c3b62ab5b09f
1a565a030d572a46038ab02da7fb8a76,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,F,0,true,98e6fb9fbcaf055635d2c3b62ab5b09f
caf73e4145b01f07e080eb4c261a3408,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,M,0,true,98e6fb9fbcaf055635d2c3b62ab5b09f
c2a0724f4bd1a8c1860b2f7827fa62c0,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,F,0,true,98e6fb9fbcaf055635d2c3b62ab5b09f
31da053ec0e4c6fe4a4b498a3389b965,1529818699,1529818699,challenge-beginners-2018,STUDENT,false,6,F,0,false,98e6fb9fbcaf055635d2c3b62ab5b09f
0d08b35a3714048fbfb8b9fb28f09b7a,1529639425,,challenge-beginners-2018,STUDENT,false,6,F,360,false,c1b3ff3041f65ace841b65f1b2174453
952e15deea394ae0327ef219c18f6300,1533616003,,challenge-beginners-2018,TEACHER,false,,F,0,true,401828ba44274d8d0c8fdc1f1a0b6e7a
0ff09d9af9d9077ae30c19687b825199,1533725437,1533725437,challenge-beginners-2018,STUDENT,false,11,M,0,true,a845ddddf1597234375098b381925b3d
8f9096dce844c50bc01f754d9b184759,1530238036,,challenge-beginners-2018,STUDENT,false,9,M,200,false,b686d577630aee6e81181203e38d70e9
e74811253f3c0d8faa110ec272d17eef,1530244292,1530244292,challenge-beginners-2018,STUDENT,false,7,M,0,true,5647300cbea65b84781ec5c297eea548
57bcfe696dab0dd591a9acc0b51ce701,1533521963,,challenge-beginners-2018,STUDENT,false,9,M,249,false,23f7953931a6587a1306ee8b59db6ce7
5103a1df1c39dfba4c5091744990a421,1530244487,1530244487,challenge-beginners-2018,STUDENT,false,7,M,0,true,5647300cbea65b84781ec5c297eea548
3950c81340ad209ce747a7f713f5dcf3,1533690028,,challenge-beginners-2018,STUDENT,false,7,M,50,false,656a4beed9a67fcd48e179642950abbf
5a842170fc5091ed363ba5d8bba6bf88,1533089218,1533521963,challenge-beginners-2018,STUDENT,false,9,M,238,false,23f7953931a6587a1306ee8b59db6ce7
50e0ef1b63700e9cd49025168b29ebe5,1533616127,,challenge-beginners-2018,STUDENT,false,8,M,270,false,226935b15e9c99fb2bb64f112ccbc012
2a951888965b71a360cdd18df1247973,1529120173,1529120173,challenge-beginners-2018,STUDENT,false,5,M,0,true,37016bc7d4c6f277dc3e8afb33839e83
