user_id,id,created_at,content,was_student,already_passed,post_type
5fda6a83a24729290435b3081bb2681a,261320,1534670782,I think you might have forgotten the colon (`:`) from the end of the `if` line too.,FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261296,1534670205,I tried that,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261287,1534669872,Your error looks like [the same one from these notes](https://groklearning.com/learn/challenge-beginners-2018/w2p1/3/) - do we use 1 or 2 equals signs for checking?,FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261282,1534669795,its different,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261281,1534669781,"File ""program.py"", line 3
    if input = 'left'  
             ^
SyntaxError: invalid syntax",TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261280,1534669764,"Right, but is it the same error? Often when programming, we know that we're making progress when the error changes.",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261279,1534669726,even if it doesn't have a space theres still an error,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261276,1534669674,"Right, so this is because your `if` line starts with a space.

Python uses indentation (spacing at the start of the line) to work out what's part of the `if`, and what's outside the block. Since the `if` line isn't part of any other ""parent"" `if`, it can't be indented.",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261274,1534669567,"File ""program.py"", line 3
    if input = 'left'  
    ^
IndentationError: unexpected indent",TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261272,1534669548,What's the name of the error that you see?,FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261270,1534669520,It is coming up with an error,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261264,1534669256,"I understand that - but telling you what parts you need is still part of the answer. :)

I see you have the left and right arrows - how can you make sure that it only draws left `if` (hint!) the input equals `""left""`, and right `if` (hint!) the input equals `""right""`?",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261260,1534669016,"I am not asking for the answer, I asking for you to tell me whether or not I need something and where to start? :)",TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261256,1534668957,"We can't tell you the answers - then you wouldn't learn anything! We can, however, help you work it out.

I see you're checking if the direction is left with an `if` (and drawing the left arrow). What should you check for the right-hand direction?",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261254,1534668864,"Ok so I dont need it, I  am really confused, if I knew what to do I would have done it.",TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261251,1534668743,Do  I need it or not ?,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261245,1534668591,"Hi Bella,

The `else` condition is for when the `if` condition is `False`. Can you think of a place you might need one? If so, then you can use it.

Hope this helps! Let us know if you have any more questions. :)",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261242,1534668400,I need help,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261236,1534668015,"Do i need the else bit? 

I have just so you know",TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261218,1534667317,"Right and then you need to draw a different triangle depending on that input. Take a look at some of the previous questions you've done, Like [this one](https://groklearning.com/view-submissions/39803989/challenge-beginners-2018/w2p1/16/), and see how you make decisions in code.",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261213,1534667153,write the question which  I have,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261211,1534667097,Start by breaking it down into steps. What is the first thing you need to do?,FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261204,1534666946,i dont know how to d this,TRUE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261122,1534664830,"Hi Bella, how can I help?",FALSE,FALSE,MESSAGE
5fda6a83a24729290435b3081bb2681a,261110,1534664647,Hi I am having trouble,TRUE,FALSE,MESSAGE
6b7889e91d441a23a0f415f774bd31cd,260673,1534641649,Thank you so much for your help! I will keep that in mind in my future programming.,TRUE,TRUE,MESSAGE
6b7889e91d441a23a0f415f774bd31cd,260670,1534640910,"Hey Pia, it looks like you worked it out. Great work! :)

`KeyboardInterrupt` is the ""error"" you get when you stop the program using the keyboard. Often we do this by pressing Control-C (""C"" for ""Cancel""), but on Grok you can also press the stop button, which does the same thing. Don't worry - it's not a real error, and it doesn't mean anything is wrong.

By the way - you only need to have the line `from turtle import *` once, as long as it appears at the very top of your program, before any other code.",FALSE,TRUE,MESSAGE
6b7889e91d441a23a0f415f774bd31cd,260665,1534639622,"When I run my code, nothing happens, however when I stop running it, it comes up with the error message",TRUE,FALSE,MESSAGE
6b7889e91d441a23a0f415f774bd31cd,260656,1534638605,"Hey Pia, did you already fix that error? I don't see it when I run your code!",FALSE,FALSE,MESSAGE
6b7889e91d441a23a0f415f774bd31cd,260653,1534638482,"Hello, 
I am having some problems with my first line of code in ""Left, or Right?"".  I am receiving a KeyboardInterrupt, but I don't know what this means.",TRUE,FALSE,MESSAGE
6ad0adc2cfc9d88037c4b872ce1f30e6,255149,1534229725,"Hi there, and great work so far.

You're getting close. The problem goes into detail on what lines and angles to draw to get that perfect triangle (noted in the `Here are some details:` section).",FALSE,FALSE,MESSAGE
6ad0adc2cfc9d88037c4b872ce1f30e6,255135,1534229038,how do you do this,TRUE,FALSE,MESSAGE
dd121c4312854f76c9411275fba97f64,252363,1534062150,"Hi Jaimee, currently you are comparing a string and a function on line 3 (so it will always be false).  Try putting `'left'` in quotation marks - hope that helps :)",FALSE,FALSE,MESSAGE
dd121c4312854f76c9411275fba97f64,252362,1534062001,"Hi there,
I am struggling with this problem. I  just tested it and my turtle isn't moving.
Can I please have some help?",TRUE,FALSE,MESSAGE
2dd583c4d19df44976f07080f2c8ab92,247832,1533624898,"Hi Matilda,

You have the first part right - you are asking for the direction and storing that in the variable called `msg`. The `input` function always gives you a string, so you do no really need to add the `str()` around the `input` but it won?€?t do any harm.

The next step is to check if your `msg` variable equals 'left' or 'right' and then draw your triangle facing the correct direction.",FALSE,FALSE,MESSAGE
2dd583c4d19df44976f07080f2c8ab92,247824,1533624588,"Hi, I' not sure what to do when I have to go the way the person puts in because it doesn't say in the explanations. Thanks!",TRUE,FALSE,MESSAGE
450eb31800be44ccd647c574a3fd6eac,248620,1533692716,"No worries, we're here to help! :)

The problem is with the 3rd line of your code, 

```py3
from turtle import *
arrow =int(input('Which way? '))
  if arrow = left
  forward (100)
  left (120)
```
See how your `if` statement is indented a few spaces in. This is causing python to get confused. The `if` statement should start with no space before it, just like the line above it. 

Then, everything that you want inside the `if` statement (such as the forward and left commands), should be indented inside it.

If you want a reminder, have a look at some of your solutions to the previous problems (such as Backetball Bunny), for an example of how to correctly indent an `if` statement.

Good luck!",FALSE,FALSE,MESSAGE
450eb31800be44ccd647c574a3fd6eac,248605,1533692534,"I am having lots of trouble moving my turtle.
Would you be able to help me through the rough times on grok... ????
I would really appreciate it ????
- Holly",TRUE,FALSE,MESSAGE
450eb31800be44ccd647c574a3fd6eac,248596,1533692393,"Jakub if you see this question, probably best to let someone else take it, regarding the ""no requesting tutors' policy.",FALSE,FALSE,TUTOR_NOTE
450eb31800be44ccd647c574a3fd6eac,248595,1533692347,"Hi Holly.

The tutors are volunteers, and we're not always all online. As such, you can't request a specific tutor. 

What are you struggling with on this question?",FALSE,FALSE,MESSAGE
450eb31800be44ccd647c574a3fd6eac,248594,1533692308,Jakub Nabaglo???,TRUE,FALSE,MESSAGE
450eb31800be44ccd647c574a3fd6eac,248583,1533692147,"What is wrong with my thing, (may i speak to Jakub, if thats possible)",TRUE,FALSE,MESSAGE
1a0dd83c90edd90fc8898827934401d9,259432,1534477578,yar thx for you help,TRUE,FALSE,MESSAGE
1a0dd83c90edd90fc8898827934401d9,259431,1534477546,"let's just start with `right` for the moment

To use an if statement, the code that you want to run only if the statement is true should be indented.

But the only code that's indented is `from turtle import *`

Can you indent whats required?",FALSE,FALSE,MESSAGE
1a0dd83c90edd90fc8898827934401d9,259424,1534477144,i am haveing trouble doing that,TRUE,FALSE,MESSAGE
1a0dd83c90edd90fc8898827934401d9,259421,1534477092,"Hey Taz :)

Awesome work so far making the right arrow!

But we only want the right arrow to be drawn if the user enters ""right"" as their input.

Do you think you can implement that?",FALSE,FALSE,MESSAGE
1a0dd83c90edd90fc8898827934401d9,259413,1534476840,i need help,TRUE,FALSE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,247838,1533625227,Congratulations on solving it! :),FALSE,TRUE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,247836,1533625069,Thanks. I knew I would be missing something obviously,TRUE,FALSE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,245936,1533535021,Try comparing `side == 'left'`: this will check if `side` is the same as the string containing the word 'left'.,FALSE,FALSE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,245935,1533534990,"You're comparing `side == left`, which will always be `False` since `side` is a string and `left` is a function :)",FALSE,FALSE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,245934,1533534956,Hi Jessica! Looks like there is a bug in your code.,FALSE,FALSE,MESSAGE
f21616300cdfa6c817f00d9b9f45beb3,245927,1533534766,"This is the code I have but I can?€?t figure out why it isn?€?t moving/drawing the shape
I expect it to draw a triangle but it won?€?t.
rsvp
Thanks

from turtle import *
side = input('Which way? ')
if side == left:
  left(90)
  forward(100)
  left(120)
  forward(100)
  left(120)
  forward(100)
elif side == right:
  left(90)
  forward(100)
  right(120)
  forward(100)
  right(120)
  forward(100)",TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259084,1534464558,thanks,TRUE,TRUE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259083,1534464550,Awesome work!,FALSE,TRUE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259076,1534464466,ok,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259074,1534464454,Can you click save for me so I can see where you are up to?,FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259071,1534464425,its wrong. i think its the space before the import,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259070,1534464403,What happens now when you click run?,FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259069,1534464383,done...,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259068,1534464371,Good thinking! Why don't you try that out.,FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259065,1534464338,at the top,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259062,1534464318,"Ok,  so if I said you only need to use the import command once where should you place that instruction?",FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259058,1534464245,i have no idea....,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259056,1534464223,The import command tells Python to access the turtle library.  Libraries only need to be accessed once in your code to use all of the functions it provides. With this in mind how could you improve your code?,FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259049,1534464096,because they are different commands? why is this wrong?,TRUE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259047,1534464060,"Hi Isaac, 

Can you explain to me why you use the import command twice in your code?",FALSE,FALSE,MESSAGE
9f5b5bd5b2cbd9733ec700661fdd704a,259017,1534463279,what am i doing wrong?,TRUE,FALSE,MESSAGE
0c716f109ec5e9111fe17329c1597670,254955,1534221094,"Ok, so let's look at the question:

> - The turtle should draw up the page as the first step, by turning left by 90 degrees
> - The turtle should turn left or right by 120 degrees for either the left arrow or right arrow

So the first step should always be turn left, that way the turtle will be facing up (to draw the first line), then you can turn left/right as necessary.

Hope this helps! Let us know if you have any more questions. :)",FALSE,FALSE,MESSAGE
0c716f109ec5e9111fe17329c1597670,254940,1534220775,I already done the left one how to do if the triangle is turn right,TRUE,FALSE,MESSAGE
0c716f109ec5e9111fe17329c1597670,254933,1534220645,"Hi Jingyi,

It seems like you found that you can turn right with `right()`, for example `right(360)` for 360 degrees.

Did you still want some help with your code?",FALSE,FALSE,MESSAGE
0c716f109ec5e9111fe17329c1597670,254881,1534219816,How to do degrees with turn right?,TRUE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251392,1533874689,I thought he might have - I was helping him ;),FALSE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251391,1533874666,all g my friend Ryan helped me,TRUE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251390,1533874644,"Looking at your current code - check your `if` statements, are you sure you want to be comparing `way` with another variable?",FALSE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251388,1533874594,"Oh, sorry, the code hadn't come through on our end yet.",FALSE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251386,1533874551,The Turtle doesnt move?,TRUE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251385,1533874483,Hi Magnus - try having a look at the error message you get when you run your code. :),FALSE,FALSE,MESSAGE
87b78c1d0f6eef81edd49ba4f293c1bc,251383,1533874412,what am I doing wrong,TRUE,FALSE,MESSAGE
5d900771a939c94c1f7667a22ce20de8,251399,1533874862,finally got it :)),TRUE,TRUE,MESSAGE
5d900771a939c94c1f7667a22ce20de8,251398,1533874834,"Hey, great job Ryan!",FALSE,TRUE,MESSAGE
5d900771a939c94c1f7667a22ce20de8,251389,1533874643,Thanks man :),TRUE,FALSE,MESSAGE
5d900771a939c94c1f7667a22ce20de8,251387,1533874563,"Hi Ryan, try having a look at your `if` statements - currently you're comparing a variable `turtle` with a variable `left` or `right`. Are you sure that's the right way to do this?",FALSE,FALSE,MESSAGE
5d900771a939c94c1f7667a22ce20de8,251384,1533874445,How does one do this ting,TRUE,FALSE,MESSAGE
f16e0e261c5625c81be913654b11b6f7,250484,1533805779,"Hi Tom! That's okay, I can help :)

It looks like you've made a really good start by asking the user for a direction.

I'm gonna ask you two questions which might help you work out the next step!

1. Should the program behave differently depending on what the user types in?
2. If so, what do you think those differences are?",FALSE,FALSE,MESSAGE
f16e0e261c5625c81be913654b11b6f7,250476,1533805394,i don't know how to do this,TRUE,FALSE,MESSAGE
e243d10e3e9a00d50c65ccf768caab8d,251401,1533874962,Looks like you got it. Great work!,FALSE,TRUE,MESSAGE
e243d10e3e9a00d50c65ccf768caab8d,251378,1533873779,"Hi Abou,

Try having a look at some earlier slides about the turtle, such as [this one](https://groklearning.com/view-submissions/40470213/challenge-beginners-2018/w2p2/8/), [this other one](https://groklearning.com/view-submissions/40470213/challenge-beginners-2018/w2p2/9/), and [this third one](https://groklearning.com/view-submissions/40470213/challenge-beginners-2018/w2p2/10/).

Then, tell me in your own words what you think your program needs to do here.",FALSE,FALSE,MESSAGE
e243d10e3e9a00d50c65ccf768caab8d,251374,1533873524,what have i done wrong,TRUE,FALSE,MESSAGE
61998b920641c07c77af3d0cce9cb7c7,250496,1533806526,thanks  man have a good one,TRUE,TRUE,MESSAGE
61998b920641c07c77af3d0cce9cb7c7,250491,1533806277,"Hi Andre,

Are you seeing a `SyntaxError` on line 11 (`else  pol == 'right':`)?

This is happening because `else` blocks can't have a condition. With `if`, you check a condition, and you can do the same with `elif`, but `else` is for *everything else* and so it's not allowed to have a condition.

Hope this helps! Let us know if you have any more questions. :)",FALSE,FALSE,MESSAGE
61998b920641c07c77af3d0cce9cb7c7,250487,1533806017,help please and explain whats wrong,TRUE,FALSE,MESSAGE
0a0bfd1869e9f831961283ac0db3b5a2,252522,1534071827,"Hi, I am a helper for the NCSS challenge. 
If you would like any help, please let me know.",FALSE,FALSE,MESSAGE
f1833d0712ad9a0e9be040f54b204c7f,247798,1533623413,thanks,TRUE,TRUE,MESSAGE
f1833d0712ad9a0e9be040f54b204c7f,247797,1533623398,You got it. Great work!,FALSE,TRUE,MESSAGE
f1833d0712ad9a0e9be040f54b204c7f,247788,1533623146,"Hi Charles,

You are on the right track here, but since this time you are asking for a string, you do not need to convert to an int.",FALSE,FALSE,MESSAGE
f1833d0712ad9a0e9be040f54b204c7f,247775,1533622797,i dont know how to do it,TRUE,FALSE,MESSAGE
42170e5e29eb54152ff28f92b37a730a,249812,1533776723,"sorry the error says this:
  File ""program.py"", line 4
    left(90)
       ^
IndentationError: expected an indented block",TRUE,FALSE,MESSAGE
42170e5e29eb54152ff28f92b37a730a,249809,1533776688,"the error doesn't say anything, the line is just highlighted red",TRUE,FALSE,MESSAGE
42170e5e29eb54152ff28f92b37a730a,249669,1533771772,"Hi Stephanie,

What does the error say?",FALSE,FALSE,MESSAGE
42170e5e29eb54152ff28f92b37a730a,249667,1533771624,i put in the code which i thought was correct but it has an error for the first line of left (90) and i dont know what the error means and how to fix it,TRUE,FALSE,MESSAGE
c30d0532777e4da50bea3a95000f8a0f,250857,1533856008,No worries! Let us know if you'd like any more help!,FALSE,FALSE,MESSAGE
c30d0532777e4da50bea3a95000f8a0f,250855,1533855940,"Yes, thank you ! I forgot about that!
Thank you!",TRUE,FALSE,MESSAGE
c30d0532777e4da50bea3a95000f8a0f,250852,1533855889,"Hi Fedor,

In this problem, you need to make a decision (whether the turtle should go left or right). Do you remember how you can make decisions in python?",FALSE,FALSE,MESSAGE
c30d0532777e4da50bea3a95000f8a0f,250845,1533855681,"Good morning, 
I am having problems with the turtle  Left or right question. I have tried making a variable and putting it in front of (45) for a turn. I expected the turtle to go 100 stepsthen turn, but the program says TypeError: ?€?str?€? object is not callable.
Then I tried to make it str but it still didn?€?t work. Please help.",TRUE,FALSE,MESSAGE
eb64e1df088dd2b94ac13dc63a03293e,263879,1534807676,"Thank you Rachel now i understand what a turtle is
Much thanks",TRUE,FALSE,MESSAGE
eb64e1df088dd2b94ac13dc63a03293e,254418,1534205731,"Hi Luke!

Turtle is how you've been drawing stuff in the Challenge. If you'd like a reminder, you can check out last week's slides [here](https://groklearning.com/learn/challenge-beginners-2018/w1p2/8/) :)",FALSE,FALSE,MESSAGE
eb64e1df088dd2b94ac13dc63a03293e,254407,1534205004,What is a turtle?,TRUE,FALSE,MESSAGE
430a25126e0dd966d179cc8fda14dcae,263888,1534808047,thanks Evan,TRUE,TRUE,MESSAGE
430a25126e0dd966d179cc8fda14dcae,259352,1534475111,"Hey Lachlan :)

You're nearly there! 

The submission isn't working because the auto-marker is checking all the output from your code, and your code is outputting extra things that aren't needed because you're printing your left and right functions!

Those functions will get run regardless of whether they're printed or not, so feel free to remove all your print statements (but keep your left and right functions)",FALSE,FALSE,MESSAGE
430a25126e0dd966d179cc8fda14dcae,259332,1534474702,"do you know why this dose not work
from turtle import *
distance = input('Which way? ')
if distance == 'left':
 print(left(90))
if distance == 'right':
  print(right(90))
forward(100)
if distance == 'left':
  print(left(120))
if distance == 'right':
  print(right(120))
forward(100)
if distance == 'left':
  print(left(120))
if distance == 'right':
  print(right(120))
forward(100)",TRUE,FALSE,MESSAGE
